id;Question
75779e46-99ae-46d8-bf94-396e5360aece;Hvem spiller hovedrollen som Robert i filmen 'Soldaten og Jenny'?
c5adf733-b9bb-4ffd-a333-b6398b451447;Hvad er navnet på den statsadvokat, der optræder i filmen 'Soldaten og Jenny'?
57088335-5e8a-4065-b7da-5ffd3e78b0df;Hvem instruerede filmen 'Du skal ære din hustru'?
74c3318a-b48c-4beb-b021-2e859f3c74f4;Hvad er navnet på hovedpersonen i filmen 'Du skal ære din hustru'?
0e6c113e-546e-43e3-a744-f6ca292d24d2;I hvilket år havde filmen 'Du skal ære din hustru' premiere?
699678da-a151-4dae-9e74-7d3a456dd07c;Hvem spillede rollen som Ida Frandsen i filmen 'Du skal ære din hustru'?
a9c66601-3064-4b20-b1dd-8d7a0b2ec51c;Hvad er navnet på barnepigen i filmen 'Du skal ære din hustru'?
57608723-cb1c-4dba-bfed-1e442ed7f4bf;Hvem er kunstneren bag oliemaleriet Efterårsmorgen ved Sortedamssøen?
0bda5bae-5e04-4af5-98e6-efef6f21721e;I hvilket år blev oliemaleriet Efterårsmorgen ved Sortedamssøen malet?
d45c59fe-2aa4-4c43-942f-d117f1d4570c;Hvor er oliemaleriet Efterårsmorgen ved Sortedamssøen udstillet?
5f38c558-1fc3-4ee2-97ad-2f25c6eb2b68;Hvad er navnet på søen, der er afbildet i oliemaleriet Efterårsmorgen ved Sortedamssøen?
ac03aa5b-27ac-4d21-b396-b5402f94afad;Hvad er størrelsen på oliemaleriet Efterårsmorgen ved Sortedamssøen?
55f529e8-58c8-415a-a8a1-9e73f4bba4ec;Hvad er navnet på det nye rådhus i Aarhus?
0f30c2cd-851e-4c57-8433-98991547cb60;Hvem var arkitekterne bag det nye rådhus i Aarhus?
837fbdfe-5a8c-4b53-a3b4-bcc82cd1e846;I hvilket år blev det nye rådhus i Aarhus indviet?
1347efeb-a1a3-4238-b173-0ebd2715a938;Hvor mange klokker har Aarhus Rådhus' klokkespil?
f9b03827-2644-49cd-8ca5-556cd191bbe2;Hvem designede møblerne til Aarhus Rådhus?
b69a6e00-4824-41cc-90d5-528d49f558e1;Hvem skrev digtet Det er Knud, som er død?
3f615b1f-00a2-474f-a87b-0ba0ec9feb42;Hvad var det fulde navn på Knud i digtet Det er Knud, som er død?
876a9e07-35cd-4537-8de7-681def10f8a4;I hvilket år døde Knud Rasmussen, i Det er Knus, som er død?
1c2a7dc1-1da5-4ce1-8fe9-84051b9cd707;I hvilket år blev digtet Det er Knud, som er død offentliggjort i Politiken?
5c3ce0bd-605a-4f51-b13f-fd053fe0d08b;Hvem satte digtet Det er Knud, som er død i musik i 2012?
2f93191e-03ac-48be-9ca7-7e1a9c5cecc7;Hvem skrev Ditte Menneskebarn?
19843476-44e0-4aa1-92b2-44b307753cb4;Hvor gammel var Ditte da hun fik sit første barn?
82c301ee-58d6-438d-b166-dba135ec1313;Hvad var Ditte's mors navn, i Ditte Menneskebarn?
e57e7d43-889d-4364-849d-1610406868d2;I hvilket år blev første del af bogen, Ditte Menneskebarn, filmatiseret?
2d36d943-b99e-462a-bbcd-e133c4b4b6b9;Hvad var navnet på den sø, hvor Ditte forestillede sig at sidde og drømme sig hjem til Bedste, i Ditte Menneskebarn?
22e4edf9-4d72-4ea7-8eb3-5eac2956e103;Hvad er navnet på Gasolin's sjette album, der udkom i 1976?
da59f7e5-1094-449a-b5bc-03c9919b9bba;Hvem er fotografen bag billederne til coveret af 'Live sådan'?
fcf7f659-d2c9-4954-92b5-40388ff348c1;Hvor mange spor indeholder albummet 'Live sådan, af Gasolin'?
ca39a76f-f89f-4018-a1fe-083e15b4afe5;I hvilket år blev sangen 'Hva' gør vi nu, lille du' indspillet i Sweet Silence Studio i København?
ee6581d1-43b2-498c-b52e-1a7d9a97e799;Hvad er navnet på det pladeselskab, der udgav 'Live sådan'?
da9d4423-ab32-4694-897e-4a85806d4f88;I hvilket år blev digtsamlingen Anubis udgivet?
6cafef2c-1315-4ae8-b465-163d05ca3163;Hvem er forfatteren til digtsamlingen Anubis?
b1b9c432-7e76-4f37-b410-a87429eee4f0;Hvor findes originalmanuskriptet samt en række kladder til Anubis?
b324c39b-41bf-4cd8-8f71-032f35cd0dc1;Hvad er navnet på den ægyptiske gud, der beskrives i digtet Anubis?
26691fdb-69ba-4238-88c9-1ebb0d7fd75e;Hvor mange strofer består digtet Anubis af?
eda8e4cd-816c-4c18-90fc-56962f143d9e;Hvornår blev Mariebjerg Kirkegård officielt indviet?
5b6d567b-4fa7-4c95-8edb-ae46d323a2cd;Hvem var arkitekten bag Mariebjerg Kirkegård?
3ec22f75-dfa7-4e35-87e2-46c3c25781e2;Hvad er arealet på Mariebjerg Kirkegård?
84b7e437-5856-4434-8ebd-449784f6ffbc;Hvem modtog Eckersberg medaljen i 1937 for sit arbejde på Mariebjerg Kirkegård?
ec198458-7659-4a07-82e7-0d1d3c9e1dc1;Hvem designede kapellet og krematoriet på Mariebjerg Kirkegård?
b4ca48ad-223b-4bc3-a1ca-a1bc20dc9a3d;Hvad er et andet navn for folkevisen i international litteraturvidenskab?
4b80b096-812e-4731-8e8a-682a436b324b;Hvilken funktion havde folkeviserne?
322a549b-6fa4-4e1c-b37a-052debc673da;Hvornår gik folkeviserne først af mode?
c4d5d587-811c-4bde-bc57-2593d98ba8d5;Hvordan blev folkeviserne traditionelt overleveret?
9f54b2fd-9be4-4993-ac06-373204980c4d;Hvad er navnet på værket, der samler alle kendte danske folkeviser?
50cb33cc-0788-4461-9271-e15d9b845c57;Hvad er navnet på filmen fra 1966, der er instrueret af Henning Carlsen?
d452836c-3ffb-4602-a376-dd7b0379e25d;Hvem spiller hovedrollen i filmen 'Sult' fra 1966?
55c3a517-819e-46f5-a110-8d86b9ae98d9;I hvilket år fik Per Oscarsson Bodilprisen for bedste mandlige hovedrolle for sin rolle i 'Sult'?
fa575a41-6434-4c00-9a86-cfb6e5ffbc20;Hvem har skrevet romanen 'Sult', som filmen fra 1966 er baseret på?
f41f0732-372f-46fc-9da2-2aa3aa3c8946;Hvad er navnet på den norske by, hvor handlingen i filmen 'Sult' foregår?
05d8240c-845f-4832-802c-e7e4db5b44cc;I hvilket år blev sangen Kald det kærlighed udgivet?
85cb9412-27bc-488e-9934-0878f282e4e1;Hvem er sangskriveren bag Kald det kærlighed?
e235a585-b43a-451d-a70b-6866ba5712e4;Hvad er navnet på albummet, hvor Kald det kærlighed oprindeligt blev udgivet?
012be660-8d18-4a30-a911-9f7e8b252e69;I hvilket år blev Kald det kærlighed første gang udgivet på et album?
7bfaf836-4cb0-4f0f-a561-6a0ab69e4b83;Hvad er længden af sangen Kald det kærlighed?
b944e2ba-134c-4747-a1cb-229f5fe8b7b8;I hvilket år blev albummet 'Aura' udgivet?
118e5521-63a7-4e78-aa71-e55e4759cd54;Hvem var producer på Miles Davis' album 'Aura'?
e61feb58-0d16-4ce4-9c53-4a831833f6df;Hvad er navnet på det koncertsted, hvor Miles Davis indspillede 'Aura'?
e6f55dc9-e922-4878-ac91-ab04b741ad91;Hvem komponerede musikken til 'Aura'?
f1e68286-2709-4850-a4b4-5428368b2137;Hvad er navnet på den pris, som Miles Davis modtog i 1984, og som var årsagen til, at Palle Mikkelborg komponerede 'Aura'?
3a5835b4-bc8d-4610-a02d-56ca2ff47223;Hvem sang 'Glemmer du' i filmen Odds 777 fra 1932?
d09a983d-b616-4dfe-95f1-581ffef26412;Hvem har skrevet teksten til 'Glemmer du'?
0abf4f19-ca94-4e22-b6bf-268412e9eaa1;Hvem har komponeret musikken til 'Glemmer du'?
b25d03f4-eacb-46df-955d-190a4624fcd7;I hvilket år blev 'Glemmer du' indspillet?
045c5f7e-c19e-477f-ac0b-b59c4da544fb;Hvem har indsunget 'Glemmer du' i 1976?
9dec2157-8d15-48a7-a30e-f9f920fea777;Hvad er navnet på det første digt i tekstsamlingen Ældre Edda?
8bf2cbeb-69f9-4eb5-8f69-388db71fc691;I hvilken periode blev Vølvens spådom sandsynligvis skrevet?
3bf2d0cb-1147-41fa-97c9-56251d768973;Hvem er forfatteren til Vølvens spådom?
f9ee5bf9-41bf-4176-9634-d5365599e0c6;I hvilke manuskripter er Vølvens spådom bevaret i to komplette udgaver?
07230255-e5bb-48d9-be86-2e3fb8e656e3;Hvad er navnet på den drage, der bærer lig i sine vinger i Vølvens spådom?
a24c036a-73bc-43f4-8fc7-c54378b9686a;Hvornår blev Carl Nielsens Symfoni nr. 4 færdig?
f9417a09-e84c-41e4-9430-b7fd5b69fcc4;Hvad er tilnavnet på Symfoni nr. 4?
995c594f-ec6e-4435-bfee-8b35b79e596f;Hvilket baggrund er Symfoni nr. 4 skrevet på?
8cf84b19-442c-4cec-89e2-dd91a29e91a4;Hvor mange satser består Symfoni nr. 4 af?
4666a2be-0e4b-4639-905e-c0ed6977b6fe;Hvor mange år tog det Carl Nielsen at skrive Symfoni nr. 4?
e7921e94-fb1c-4dd4-b70b-29aa75a94308;I hvilket år blev Pantonstolen designet?
fe9c5f8c-97ad-4b9c-8538-a5a4d0548956;Hvem designede Pantonstolen?
ad801867-e5b9-4713-8cd1-b4b38340a8bf;Hvad er materialet i Pantonstolen?
758a2ca1-8d76-4039-ae9b-41af415e4782;I hvilket år blev Pantonstolen første gang fremvist i et dansk designmagasin?
f34a30d7-f352-4d73-a2cc-6c9abba58f22;Hvad er navnet på den møbelfabrikant, der begyndte at sælge Pantonstolen i 1960'erne?
4a7e7ebe-1ecf-4efc-bfb6-0fef8faa37ee;Hvem instruerede filmen 'Idioterne'?
e2541c28-1bba-46af-810c-592310485028;Hvad er navnet på den gruppe, der udlever deres 'indre idiot' i Idioterne?
156eabb2-643f-4208-aa8e-b9e0a4d2e0af;I hvilket år havde filmen 'Idioterne' premiere?
4e3c0994-f1ca-495b-9d6e-a5d6e18ce95c;Hvem spillede rollen som Karen i filmen 'Idioterne'?
fa021def-efe5-40e3-9132-c8d69179b519;Hvad er navnet på den pris, som Bodil Jørgensen vandt for sin rolle som Karen i Idioterne?
59b2b527-a222-4300-83df-ddc3c0668600;I hvilket år blev albummet Tidens tern udgivet?
88797269-e134-4bbc-bcd2-cc9cdb201b10;Hvem er producerne af albummet Tidens tern?
bc8beb93-6ff7-453b-9f4b-ac05eaff9e5d;Hvad er navnet på det pladeselskab, der udgav albummet Tidens tern?
855b5dda-2fbe-4f78-9979-c247963d229e;Hvor mange eksemplarer af albummet Tidens tern er solgt?
823ba81e-ec2d-4328-83f6-c5932227d205;Hvem er tekstforfatter og sanger på albummet Tidens tern?
fdfca0f7-d3c7-4cfe-b3f4-7785cec5a796;I hvilket år blev maleriet Støvkornenes dans i solstrålerne malet?
7d29ab01-cbc6-46d7-9de1-f2268df07f77;Hvem er maleren bag værket Støvkornenes dans i solstrålerne?
27c0239e-79d8-4b6c-ae60-c8033b8d4cb9;Hvor er maleriet Støvkornenes dans i solstrålerne udstillet?
440941b3-f2be-4ed1-85a2-a00da87aec51;Hvad er størrelsen på maleriet Støvkornenes dans i solstrålerne?
1e2d5c75-abc1-4383-b7fa-8d9122126913;I hvilken by befinder Ordrupgaard sig, hvor maleriet Støvkornenes dans i solstrålerne er udstillet?
408a7bd7-1212-4d2b-81d6-94222f4cae18;I hvilket år blev Julemandshæren etableret?
9b3a227a-441c-4f7b-af11-d29d90600aa2;Hvem stod bag Julemandshæren?
b3e95984-8ffb-4da2-a4ef-cdc20216c60a;Hvor mange personer deltog i Julemandshæren?
ceef9960-4b5b-4ced-bc22-26e253f39c29;Hvad var navnet på dokumentarfilmen om Julemandshæren?
48b5d900-2455-4470-aa2e-8be466148466;Hvad betegnes "Julemandshæren" som?
3ba30eb2-f24f-4e34-b744-b05d047aaf65;I hvilket år blev Hundredvisebog af Anders Sørensen Vedel udgivet?
0535ff1e-dcc6-4f84-ab0b-bdf9a6f3e4ff;Hvilket år blev "Germand Gladensvend" trykt for første gang?
b90cbeb5-b223-4eab-9e13-d1d9dd2142a8;I hvilket år blev Hjertebogen anlagt?
5c105a8c-0278-4206-9642-e2c061b164e3;Hvad er navnet på den kvinde, der finder Germands hånd i visen Germand Gladensvend?
6c9bdf93-6aea-4e89-8a7d-4fd74dca33de;Hvad er navnet på trolden, der optræder i form af en ravn i visen Germand Gladensvend?
ad16878a-9293-4deb-9265-7a393171fd38;Hvem skrev digtet Jens Vejmand?
6edbb64a-de32-4258-a5d3-05c6737c1bdc;Hvem komponerede melodien til Jens Vejmand?
cd7f7b23-b965-431e-b6a7-89c80e6298d0;I hvilket år blev Jens Vejmand uropført?
e8198e99-1fa6-4ffe-885e-bd52f4e9096f;Hvem var inspirationen til digtet Jens Vejmand?
c4c87e11-4d30-4966-a7d9-bc24ae840b61;I hvilket år døde Jens Nielsen fra Jens Vejmand?
ae784880-795e-47fd-abd3-6483944e6ea9;Hvornår blev Knud V. Engelhardt født?
b73e5630-7f4c-47b7-84e3-e1814264c0f0;Hvad var navnet på Knud V. Engelhardts far?
cc372790-2f8a-45d5-b299-72d88cbecba8;Hvilket år døde Knud V. Engelhardt?
db58169c-c656-4387-98b4-22f6ce2a3bb4;Hvor lå basarbygningen 'Flueøjnene', som Knud V. Engelhardt designede?
3cc56252-978f-438d-bd75-a9fd474e103e;Hvad var navnet på den pris, som Knud V. Engelhardt modtog i 1927?
d71eb5ea-73ef-43c2-93cb-bbfc4942c6af;Hvem er forfatteren til digtet Øjeblik?
f758a43f-e04c-49f4-b12c-a6220fee09d3;I hvilket år blev digtsamlingen Efterladte digte udgivet?
e216ba5f-88ad-4593-aa68-6409ff7cdf95;Hvad er navnet på forlaget, der udgav digtsamlingen Efterladte digte?
20d44a6b-e69f-4d75-8623-6ccb355feee8;I hvilket år omkom Morten Nielsen?
a8356af1-53bf-47e6-bf7e-9a4f05733bc2;Hvad er antallet af strofer i digtet Øjeblik?
90c2e7dc-3ccf-4c8c-8bf3-5ffe51d407e5;I hvilket år blev sangen Gå ud og gå en tur lanceret i filmen Mød mig på Cassiopeia?
51f68168-e9bb-4eb6-a67b-f4a92ac0d045;Hvem var tekstforfatter til sangen Gå ud og gå en tur?
36fcab44-4dc8-49e2-bb5b-92d5be2174b2;Hvem komponerede musikken til sangen Gå ud og gå en tur?
4f8fd046-7e60-4298-aaf6-6c1c36dc5216;Hvem sunget sangen Gå ud og gå en tur i filmen Mød mig på Cassiopeia?
15802dc1-a746-48f6-8781-fe01231fce49;I hvilken genre kan sangen Gå ud og gå en tur indordnes?
4d3b0574-0e79-4241-8260-de533906654d;I hvilket år blev Det var en lørdag aften første gang trykt?
f53e90e6-43c5-4078-a80c-e7b488a24e81;Hvem stod for bearbejdningen af Det var en lørdag aften i 1849?
c72cdddd-201e-471f-9714-1bcc217460bb;Hvad er navnet på den kunstner, der malede En ung jysk bondepige skriver vennens navn på den duggede rude?
93815b31-28ef-4891-a40f-52ec64d88c21;Hvem var komponisten bag den kendte melodi til Det var en lørdag aften?
5ad5bfaf-c22d-4b51-b4f0-41779c224cc5;I hvilket toneart er Det var en lørdag aften noteret i Danmarks Melodibog?
e1783638-b95a-4176-a0f7-0995942deeeb;Hvornår blev Hover Kirke opført?
1ed5c6e6-a07c-420f-a3fc-eb4ade6f3593;Hvor mange præster har haft deres tjeneste i Hover sogn siden 1903?
3c1b529a-181f-4005-93ee-4b0281dfba05;Hvem har bygget orglet i Hover Kirke?
6eb7f8a6-7ad8-4622-9060-185e97e51547;Hvad er navnet på den lille å, der løber nær Hover Kirke?
f6eced9b-b82b-4699-bee4-e99c1ee15afa;Hvor mange stemmer har orglet i Hover Kirke?
51af6eaf-8c0c-4e5b-afd6-d6ac0e221f12;I hvilket år havde filmen 'Festen' premiere?
d86bd931-d95b-461d-8560-47af7fbf98e1;Hvem instruerede filmen 'Festen'?
fe282af4-087a-4996-b519-19b92a11de7e;Hvad er navnet på den danske film, der var den første 'dogmefilm'?
323e4b37-88e3-42ff-93e8-8590df87cc02;Hvem spillede hovedrollen i filmen 'Festen'?
0523b09e-d3a9-4dc4-8487-88707d14f3a0;Hvad var titlen på radioprogrammet, hvor historien om 'Allan' blev fortalt?
a44f87f0-19f8-461c-b645-98d0e5136f93;I hvilket år blev romanen Ved Vejen udgivet?
f7cb8b87-af0e-49cd-9954-c76c91bc91b9;Hvem er forfatteren til romanen Ved Vejen?
407c4a97-b05c-457f-b970-651dabbf7bcd;Hvad er navnet på den kvinde, der er hovedpersonen i romanen Ved Vejen?
0fd6cfce-5ea2-45ab-bc98-8b52666ff63d;I hvilket år blev *Ved Vejen* filmatiseret?
167b525c-0fc0-444c-abb8-be307e3a2082;Hvem illustrerede udgaven af Ved Vejen fra 1898?
e987240d-552f-462c-85c0-7d25e4af209d;Hvad er navnet på planen for Københavns udvikling, der blev lavet i 1947?
1f8dde94-a88a-4109-a9cd-bc9b62498715;Hvem var leder af Egnsplankontoret, der udarbejdede Fingerplanen?
7f34e9f6-4d75-4c95-a184-b5b9a34ce4fa;Hvad er Fingerplanen en plan for?
a37c06af-610f-41d0-91be-603a93e75db8;Hvor mange etaper bestod Fingerplanen af?
e8e2452e-be7b-41cd-a27b-b4699bad313f;I hvilket år blev byreguleringsloven vedtaget, delvist som følge af Fingerplanen?
a14b762b-1dc3-4a70-9722-c1a1b720bd45;I hvilket år blev digtet Personen på toppen udgivet?
e6812150-a748-4364-8451-40814d92d00f;Hvem er forfatteren til digtet Personen på toppen?
241af796-4fd1-400b-8df7-ad3c8a94235f;Hvad er navnet på samlingen, hvor digtet Personen på toppen er udgivet?
abb09b99-8592-4bbb-bbfc-3c64984cda8c;Hvem er udgiveren af samlingen Praksis, band 9: Det gentagnes musik?
8e59599c-2ed6-48f7-8c2f-f49e537611e7;Hvor mange sætninger består digtet af?
f5702547-bf11-4992-8ca4-d30b97affb5a;Hvornår blev Vor Frue Kirke opført?
28934688-57de-4216-8ae4-c2a27bac28df;Hvem var arkitekten bag den nuværende Vor Frue Kirke i København?
2e1c7b74-1704-4cfc-bb79-1b5167f5c9d4;Hvad er navnet på den kunstner, der har lavet skulpturen 'Jason med det gyldne skind'?
d49df561-7b18-4e6e-92d7-8cd562aac66d;I hvilket år blev Københavns bombardement udført?
91732f8a-c958-4031-871d-804464a64aac;Hvem var kronprinsen, der blev viet i Vor Frue Kirke i 2004?
c7931010-02d7-436b-be23-6c87907528fb;Hvem skrev sangen Danmark, nu blunder den lyse nat?
848875e2-5fc4-4cde-82ce-808d6ee38f2d;I hvilket år blev sangen Danmark, nu blunder den lyse nat første gang trykt?
bf389f3c-38c8-47ca-a8e3-76df434379d7;Hvem komponerede den mest kendte melodi til sangen Danmark, nu blunder den lyse nat?
f10b363d-e7a2-48d6-ade4-7db35c95e81c;I hvilken bog var sangen Danmark, nu blunder den lyse nat også med i?
0489644b-3bf5-47e3-ac49-3a625e702bc0;Hvem har også skrevet en melodi til Danmark, nu blunder den lyse nat få år efter udgivelsen af melodibogen?
5a412a27-66f1-40a0-a95e-4b6471396494;Hvem er forfatteren til skuespillet 'Indenfor Murene'?
912abae9-407f-4611-8749-03912089fccd;I hvilket år havde 'Indenfor Murene' premiere på Det Kongelige Teaters Gamle Scene?
181e26fd-8916-4198-b550-cc8dc13f4eaa;Hvad er navnet på den unge kvindelige hovedperson i 'Indenfor Murene'?
2d99af20-66d6-4b2c-842c-0387933de063;Hvem er Esthers forlovede i skuespillet Indenfor Murene?
0b80d4fc-6b76-402e-9026-5594f435e791;Hvor mange gange blev 'Indenfor Murene' opført på Det Kongelige Teater i de første 50 år efter premieren?
df88bfbe-2afc-4b18-a34d-5e55c74767de;Hvem skabte Fingernummeret?
1f2a5a74-c451-474c-9842-ad878df3bb25;I hvilket år blev Fingernummeret præsenteret i Cirkusrevyen?
cc822ff9-76a2-4b92-a9c8-568dff288b28;Hvem var den oprindelige skaber af Fingernummeret?
ab570f1d-3c99-4050-b8cf-54b3563f34f1;Hvilken af de to danske skaber af Fingernummeret, Dirck passer og Preben Kaas, fremførte nummeret?
7608bf53-5128-48bb-968a-25951a56edd6;I hvilket amerikansk show optrådte Art Metrano med Fingernummeret?
7b8f1c76-a79d-4119-917d-dd0af74b93b6;Hvem var arkitekten bag Operahuset i Sydney?
3b16633f-7e3a-4468-88a8-d24f09ae96ae;Hvad er navnet på den koncertsal i Operahuset i Sydney, der har 2.679 siddepladser?
177ad2e3-85b1-41ce-8a40-ff2f3b5dbdd5;Hvilket år blev Operahuset i Sydney officielt åbnet?
ac06bfa4-c37e-4ef2-ba40-0a7a26a1c541;Hvem var den finsk-amerikanske arkitekt, der hjalp med at redde Jørn Utzons bidrag til arkitektkonkurrencen?
9b88d392-6686-41ea-bc41-2f3e3bbacac4;Hvad er navnet på den danske ingeniør, der lavede beregningerne for de udvendige bygningsdele på Operahuset i Sydney?
e0c1297f-c9b2-451f-ace2-718f2555c976;I hvilket år blev maleriet Stalingrad udstillet på verdensudstillingen i Seattle?
b5515297-11c1-4424-9a05-5cad75974b08;Hvad er det alternative navn for maleriet Stalingrad?
6f71cf9f-92a6-4b77-ae97-6567b0dc850e;Hvem malede videre på maleriet Stalingrad i 1965 og 1972?
2a3b0eb9-359c-4112-a18f-74503ff0ce82;Hvor hænger maleriet Stalingrad i dag?
a5ec9442-e16b-4878-9d71-aa8c1aa47531;Hvem har inspireret Asger Jorn til at lave maleriet Stalingrad?
2a3700a2-475b-4db0-9527-f2e1f0e09aad;I hvilket år blev filmen Pelle Erobreren udgivet?
b5124a76-d8da-4414-a5ae-84ca3b23999a;Hvem instruerede filmen Pelle Erobreren?
a1879557-5241-4eec-9f72-7604559e5932;Hvem spillede rollen som Pelle i filmen Pelle Erobreren?
64e0611f-3297-4b44-8456-11f90ae88c65;Hvem spillede rollen som Lassefar i filmen Pelle Erobreren?
332194c6-4aa0-4c63-b9cb-dbd0b0f3e4ab;Hvad var navnet på den pris, som filmen Pelle Erobreren vandt i 1988?
edc5fcd5-fca9-4eb9-b7d5-4cec5d4f5ae8;Hvem skrev digtet Det er hvidt herude?
00d2a245-c6a4-4b92-9739-d79221d8c92b;I hvilket år blev Det er hvidt herude udgivet i digtsamlingen Trækfuglene?
58dda696-c4d7-41ff-bf2c-f2259ba72bf4;Hvem komponerede melodien til Det er hvidt herude?
e4c7a2b6-620c-4f64-8f9c-7ac8ec8bb508;I hvilket år blev Thomas Laubs komposition af Det er hvidt herude udgivet?
f9aaa7a0-1a85-41c1-943f-b9dce822d4a4;Hvem arrangerede en instrumental jazzudgave af Det er hvidt herude i tv-serien Hun roder med den danske sangskat?
00205b62-ec0b-40e4-b3cf-0db47f06659a;I hvilket år blev Sommerfugledalen udgivet?
4b46ea4c-721e-4281-a17b-15a25bcbb693;Hvem er forfatteren til digtsamlingen Sommerfugledalen?
e25ef03f-d054-4cee-9cef-490a909f8c0c;Hvad er navnet på forlaget der udgav Sommerfugledalen?
36ad6efa-f7ce-44f1-abce-a8a5fa5eb9e9;Hvad er det geografiske område hvor digtet til Sommerfugledalen finder sted?
665daa4d-0fb6-4c7f-9925-bb81702b6861;Hvem har komponeret et vokalværk til digtene i Sommerfugledalen?
95d5e7d5-6868-49a4-9079-6e161e2c4073;I hvilket år blev sangen Åh, hvor jeg, ih, hvor jeg, uh, hvor jeg vil indspillet?
90877c1b-ffed-43d2-8711-1c35381d45a8;Hvem var tekstforfatterne bag sangen Åh, hvor jeg, ih, hvor jeg, uh, hvor jeg vil?
59093132-42b6-4431-8538-ccc74a565835;Hvem komponerede musikken til sangen Åh, hvor jeg, ih, hvor jeg, uh, hvor jeg vil?
507c4c2d-1092-41a4-81bd-e25d97307309;I hvilken film blev sangen Åh, hvor jeg, ih, hvor jeg, uh, hvor jeg vil lanceret?
5ab0f5b5-bd5b-4286-b7ff-1a90f4aafc63;Hvem sang Åh, hvor jeg, ih, hvor jeg, uh, hvor jeg vil i filmen De blå drenge?
b90d1aeb-a85c-45fc-8b2e-1058c8af2374;Hvem sunger sangen Er du dus med himlens fugle i filmen Vagabonderne på Bakkegården?
d011b268-4ea3-4f1d-9339-d58725c3e2b7;Hvem har skrevet teksten til sangen Er du dus med himlens fugle?
e8cb503e-6709-4959-ab41-4f1d8050a9b5;I hvilket år blev sangen Er du dus med himlens fugle indspillet?
1215dae0-3e84-44e0-9e66-40f1e9f78971;Hvem har komponeret musikken til sangen Er du dus med himlens fugle?
5b9561fb-fa99-4c6b-9db5-38e8939f2c89;I hvilken film blev sangen Er du dus med himlens fugle brugt?
b40eea55-09a5-4781-97e8-4e7476c32e03;Hvem er forfatteren til digtet Regnmåleren?
f81eefb1-a8c2-471a-bf62-f765003c066f;I hvilket år blev digtsamlingen Grønne Digte udgivet?
dcad332c-51a9-4a16-b6b2-9db4b1b0208e;Hvad er navnet på forlaget, der udgav Grønne Digte?
0a8290c4-4aee-4e49-9b8d-6b36b2215ad4;Rimer digtet Regnmåleren?
8610028c-1af3-4c88-8aca-96b7017e58ee;Hvordan er digtet Regnmåleren opdelt?
1c15d3fe-cb9c-48b4-a8d3-cdd3257a991e;Hvem skrev digtet Til Siælen. En Ode?
6dd08b9d-91ba-44eb-83a2-2d7afed641f9;I hvilket år blev Til Siælen. En Ode udgivet?
dccb0b9a-42c2-4c09-8409-610048529691;Hvad er navnet på samlingen, hvor Til Siælen. En Ode blev udgivet?
800fead5-0d1a-4f3f-be5c-99b4129b5c60;Hvad er antallet af strofer i digtet Til Siælen. En Ode?
f9f17501-e2a1-4448-bf43-fc21e4cbea35;Hvad er antallet af linjer pr. strofe i digtet Til Siælen. En Ode?
336d70a2-6946-4278-8ab0-b887ea60ac03;Hvem instruerede tegnefilmen Bennys badekar?
49c5a254-4596-41bf-8a5c-3aae0cf62890;Hvad er navnet på drengen i tegnefilmen Bennys badekar?
ceb1004d-bc35-4c6a-84f0-a0c2f963dec3;Hvad er navnet på haletudsen i tegnefilmen Bennys badekar?
6c5bfe68-4c9b-43b9-a330-07c7a84e4ed4;Hvad er navnet på skuespeilleren bag blæksprutten i tegnefilmen Bennys badekar?
c0b42ff7-3523-4215-8578-e6c5af26cf69;Hvilket år havde filmen Bennys badekar premiere?
e329a38b-0d8b-4f3f-9a6c-9e2e27e8a536;Hvad er titlen på filmen fra 1981, der er instrueret af Nils Malmros?
696bf536-3e02-466f-a235-80d8b46ad1fc;Hvem spiller rollen som Elin i filmen 'Kundskabens træ'?
430a9a32-94ed-43c3-8576-0fa09850c9b9;Hvad er navnet på skolen, hvor filmen 'Kundskabens træ' foregår?
36ae3bae-3c4f-4137-92fe-4a4eff16bbce;Hvem har skrevet manuskriptet til filmen 'Kundskabens træ'?
d1ecae9b-838e-4834-9aa7-000541f7268d;I hvilket år havde filmen 'Kundskabens træ' premiere?
bbf55225-9941-4ab5-943c-732ddc53f3d5;Hvad er navnet på det første album udgivet af The Savage Rose?
3ae216e2-b646-48cc-8a20-d5f3f292bf11;Hvem er produceren bag The Savage Roses debutalbum?
3a315261-8502-4057-9296-9411066d97d1;Hvilket pladeselskab udgav The Savage Roses debutalbum?
9a0dbd85-ba46-4f90-b842-51428aee6775;Hvem er lydteknikeren bag The Savage Roses debutalbum?
e6faa5d5-43bb-43b0-8232-97f61a4cf3bc;Hvad er navnet på den kvinde, der synger på The Savage Roses debutalbum?
37a79a69-9b61-4bfc-960e-60be13f07e3a;Hvordan er plankerne på et vikingeskib sat sammen?
cdde2083-23ca-49af-a036-52f2a8f6cf4f;Hvad er navnet på den type vikingeskib, der er bygget til rejser på Atlanterhavet?
c579790c-09d1-4345-918f-2b1cb7bb056e;Hvad er navnet på den type vikingeskib, der er karakteriseret ved sit yndefulde, lange smalle og lette udseende?
4e6509a3-3893-4197-8cc4-229148eecb9a;Hvad er navnet på den teknik, som vikingerne brugte til at bygge deres skibe?
012f7287-0262-4ace-82e0-e940e56d3d7f;Hvad er navnet på det museum, der har fremstillet mange rekonstruktioner af vikingeskibe?
